x,y,length
412.0,27.0,3348825.0
417.0,27.0,3349350.0
362.0,27.0,3347700.0
367.0,27.0,3346725.0
352.0,27.0,3350975.0
357.0,27.0,3349100.0
382.0,27.0,3345850.0
387.0,27.0,3346075.0
372.0,27.0,3346125.0
377.0,27.0,3345850.0
327.0,27.0,3807475.0
322.0,27.0,3909975.0
317.0,27.0,4013300.0
312.0,27.0,4117500.0
347.0,27.0,3441025.0
342.0,27.0,3531650.0
337.0,27.0,3622900.0
332.0,27.0,3714825.0
287.0,27.0,4653375.0
282.0,27.0,4763875.0
277.0,27.0,4875600.0
272.0,27.0,4988600.0
307.0,27.0,4222625.0
302.0,27.0,4328725.0
297.0,27.0,4435850.0
292.0,27.0,4544050.0
217.0,32.0,6324175.0
222.0,32.0,6190725.0
227.0,32.0,6059100.0
232.0,32.0,5929250.0
197.0,32.0,6135150.0
202.0,32.0,6280775.0
207.0,32.0,6596750.0
212.0,32.0,6459500.0
177.0,32.0,6156900.0
182.0,32.0,6148000.0
187.0,32.0,6141475.0
192.0,32.0,6137225.0
157.0,32.0,6218250.0
162.0,32.0,6198850.0
167.0,32.0,6182225.0
172.0,32.0,6168275.0
302.0,32.0,4291600.0
297.0,32.0,4398725.0
312.0,32.0,4080375.0
307.0,32.0,4185500.0
282.0,32.0,4726750.0
277.0,32.0,4838475.0
292.0,32.0,4506925.0
287.0,32.0,4616250.0
262.0,32.0,5184625.0
257.0,32.0,5304875.0
272.0,32.0,4951475.0
267.0,32.0,5065800.0
242.0,32.0,5674675.0
237.0,32.0,5801125.0
252.0,32.0,5426600.0
247.0,32.0,5549850.0
387.0,32.0,3212225.0
392.0,32.0,3212625.0
377.0,32.0,3212000.0
382.0,32.0,3212000.0
367.0,32.0,3212875.0
372.0,32.0,3212275.0
357.0,32.0,3215250.0
362.0,32.0,3213850.0
347.0,32.0,3394825.0
352.0,32.0,3304775.0
337.0,32.0,3576700.0
342.0,32.0,3485450.0
327.0,32.0,3770350.0
332.0,32.0,3668625.0
317.0,32.0,3976175.0
322.0,32.0,3872850.0
472.0,32.0,3312575.0
467.0,32.0,3306500.0
462.0,32.0,3300250.0
457.0,32.0,3293925.0
